NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,A,AUPPER,ALOWER,UA,PER,PERUPPER,PERLOWER,UPER,ECC,ECCUPPER,ECCLOWER,UECC,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,FE,FEUPPER,FELOWER,UFE,TRANSITREF,TRANSITURL
,mjupiter,mjupiter,mjupiter,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,au,au,au,au,day,day,day,day,,,,,g/cm^3,g/cm^3,g/cm^3,g/cm^3,msun,msun,msun,msun,rsun,rsun,rsun,rsun,,,,,k,k,k,k,,,,,,
HAT-P-46 b,0.493,0.082,0.052000000000000005,0.067,1.284,0.271,0.133,0.202,0.0576688,0.00116026,0.00116026,0.00116026,4.463129,0.000048,0.000048,0.000048,0.123,0.12,0.12,0.12,0.311583,0.15314,0.15314,0.15314,1.284,0.095,0.06,0.0775,1.396,0.293,0.136,0.2145,4.25,0.11,0.11,0.11,6120,100,100,100,0.3,0.1,0.1,0.1,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H
Kepler-79 d,0.0189,0.00661,0.005029999999999999,0.00582,0.653,0.0118,0.0146,0.0132,0.272969,0.00454948,0.00454948,0.00454948,52.09059,0.000073,0.000073,0.000073,0.025,0.059,0.023000000000000007,0.041,0.09,0.03,0.020000000000000004,0.025,,,,,1.403,0.252,0.252,0.252,4.223,0.15,0.15,0.15,6189,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-3 b,1.0735,0.138469,0.138469,0.138469,1.381,0.035,0.035,0.035,0.0485119,0.000808531,0.000808531,0.000808531,3.547851,0.000005,0.000005,0.000005,0,,,,0.540462,0.0810551,0.0810551,0.0810551,1.209,0.036,0.036,0.036,1.404,0.03,0.03,0.03,4.22,0.01,0.01,0.01,6351,76,76,76,-0.157,0.07,0.07,0.07,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B
Kepler-95 b,0.0409024,0.0091244,0.0091244,0.0091244,0.305112,0.0080293,0.0080293,0.0080293,0.102439,,,,11.5231,,,,0,,,,1.71,0.37,0.37,0.37,1.08,0.08,0.08,0.08,1.41,0.04,0.04,0.04,4.171,0.04,0.04,0.04,5699,74,74,74,0.3,0.1,0.1,0.1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-107 e,0.0360464,0.00546121,0.00546121,0.00546121,0.307788,0.0223035,0.0223035,0.0223035,0.117702,0.00196169,0.00196169,0.00196169,14.749049,0.000034,0.000034,0.000034,,,,,,,,,,,,,1.411,0.047,0.047,0.047,4.196,0.055,0.055,0.055,5851,75,75,75,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-107 c,0.0133325,0.00122009,0.00122009,0.00122009,0.161477,0.0160585,0.0160585,0.0160585,0.0564705,0.000941175,0.000941175,0.000941175,4.901425,0.000016,0.000016,0.000016,,,,,,,,,,,,,1.411,0.047,0.047,0.047,4.196,0.055,0.055,0.055,5851,75,75,75,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-107 b,0.0116666,0.000118896,0.000118896,0.000118896,0.139174,0.00535284,0.00535284,0.00535284,0.0423212,0.000705353,0.000705353,0.000705353,3.179997,0.000011,0.000011,0.000011,,,,,,,,,,,,,1.411,0.047,0.047,0.047,4.196,0.055,0.055,0.055,5851,75,75,75,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-107 d,0.00371234,0.000690815,0.000690815,0.000690815,0.095459,0.00535284,0.00535284,0.00535284,0.0780099,0.00130017,0.00130017,0.00130017,7.958203,0.000104,0.000104,0.000104,,,,,,,,,,,,,1.411,0.047,0.047,0.047,4.196,0.055,0.055,0.055,5851,75,75,75,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-43 b,3.23143,0.183829,0.183829,0.183829,1.2,0.06,0.06,0.06,0.0449294,0.00102112,0.00102112,0.00102112,3.024095,0.000021,0.000021,0.000021,0,0.025,0,0.0125,2.33,0.36,0.36,0.36,1.32,0.09,0.09,0.09,1.42,0.07,0.07,0.07,4.26,0.05,0.05,0.05,6041,143,143,143,0.33,0.11,0.11,0.11,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B
Kepler-343 c,0.0149351,0.00275782,0.00275782,0.00275782,0.180212,0.0339013,0.0339013,0.0339013,0.159296,0.00265493,0.00265493,0.00265493,23.22182,0.000234,0.000234,0.000234,,,,,,,,,,,,,1.433,0.261,0.261,0.261,4.184,0.15,0.15,0.15,5807,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-238 b,0.0127755,0.00488538,0.00488538,0.00488538,0.15434,0.0356856,0.0356856,0.0356856,0.0320006,0.000533344,0.000533344,0.000533344,2.090876,0.00002,0.00002,0.00002,,,,,,,,,,,,,1.43,0.264,0.264,0.264,4.194,0.15,0.15,0.15,5751,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-238 c,0.0184218,0.00412372,0.00412372,0.00412372,0.213222,0.0401463,0.0401463,0.0401463,0.0657332,0.00109555,0.00109555,0.00109555,6.155557,0.00005,0.00005,0.00005,,,,,,,,,,,,,1.43,0.264,0.264,0.264,4.194,0.15,0.15,0.15,5751,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-84 b,0.0172355,0.000961335,0.000961335,0.000961335,0.203,0.009,0.009,0.009,0.08295,,,,8.726,,,,,,,,,,,,1,0.29,0.55,0.42,1.43,0.05,0.05,0.05,4.13,0.15,0.15,0.15,5755,,,,-0.131,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-343 b,0.0186399,0.00464759,0.00464759,0.00464759,0.215006,0.0454992,0.0454992,0.0454992,0.0844802,0.001408,0.001408,0.001408,8.96855,0.000058,0.000058,0.000058,,,,,,,,,,,,,1.433,0.261,0.261,0.261,4.184,0.15,0.15,0.15,5807,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-238 d,0.0281036,0.00843901,0.00843901,0.00843901,0.273887,0.050852,0.050852,0.050852,0.109494,0.0018249,0.0018249,0.0018249,13.233549,0.000081,0.000081,0.000081,,,,,,,,,,,,,1.43,0.264,0.264,0.264,4.194,0.15,0.15,0.15,5751,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-84 c,0.096,0.0614,0.235,0.1482,0.215,0.01,0.01,0.01,0.107552,,,,12.883,,,,,,,,,,,,1,0.29,0.55,0.42,1.43,0.05,0.05,0.05,4.13,0.15,0.15,0.15,5755,,,,-0.131,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-133 b,0.0129814,0.00220068,0.00220068,0.00220068,0.157017,0.0267642,0.0267642,0.0267642,0.0791285,0.00131881,0.00131881,0.00131881,8.129976,0.000038,0.000038,0.000038,,,,,,,,,,,,,1.425,0.236,0.236,0.236,4.186,0.15,0.15,0.15,5736,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-133 c,0.0242535,0.00615259,0.00615259,0.00615259,0.253368,0.0428227,0.0428227,0.0428227,0.195273,0.00325455,0.00325455,0.00325455,31.517586,0.000158,0.000158,0.000158,,,,,,,,,,,,,1.425,0.236,0.236,0.236,4.186,0.15,0.15,0.15,5736,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-35 b,1.05422,0.0400093,0.0400093,0.0400093,1.332,0.098,0.098,0.098,0.0497734,0.000829557,0.000829557,0.000829557,3.646706,0.000021,0.000021,0.000021,0.025,0.018,0.018,0.018,0.55,0.11,0.11,0.11,1.236,0.048,0.048,0.048,1.435,0.084,0.084,0.084,4.21,0.04,0.04,0.04,6096,88,88,88,0.11,0.08,0.08,0.08,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
WASP-103 b,1.48791,0.0959377,0.0959377,0.0959377,1.528,0.073,0.047,0.06,0.0198682,0.000331137,0.000331137,0.000331137,0.925542,0.000019,0.000019,0.000019,0,,,,0.553034,0.0743041,0.0743041,0.0743041,1.22,0.039,0.036,0.0375,1.436,0.052,0.031000000000000007,0.0415,4.22,0.12,0.05000000000000002,0.085,6110,160,160,160,0.06,0.13,0.13,0.13,Gillon 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.2784G
Kepler-103 b,0.0305195,0.0270585,0.0270585,0.0270585,0.300624,0.0080285,0.0080285,0.0080285,0.127704,,,,15.9654,,,,0,,,,1.38,1.4,1.4,1.4,1.09,0.07,0.07,0.07,1.44,0.04,0.04,0.04,4.162,0.04,0.04,0.04,5845,88,88,88,0.07,0.11,0.11,0.11,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-103 c,0.0877632,0.00485324,0.00485324,0.00485324,0.458519,0.0124888,0.0124888,0.0124888,0.64119,,,,179.612,,,,0,,,,1.47,1.2,1.2,1.2,1.09,0.07,0.07,0.07,1.44,0.04,0.04,0.04,4.162,0,0.08,0.04,5845,88,88,88,0.07,0.11,0.11,0.11,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
WASP-33 b,0,4.1,0,2.05,1.497,0.045,0.045,0.045,0.0255483,0.000425806,0.000425806,0.000425806,1.21986983,4.5e-7,4.5e-7,4.5e-7,0,,,,0.00122703,0.00123201,0.00123201,0.00123201,1.495,0.031,0.031,0.031,1.444,0.034,0.034,0.034,4.3,0.2,0.2,0.2,7430,100,100,100,0.1,0.2,0.2,0.2,Collier-Cameron 2010,http://adsabs.harvard.edu/abs/2010MNRAS.407..507C
Kepler-116 b,0.0353405,0.0121326,0.0121326,0.0121326,0.305112,0.0579891,0.0579891,0.0579891,0.0643964,0.00107327,0.00107327,0.00107327,5.968734,0.000009,0.000009,0.000009,,,,,,,,,,,,,1.454,0.273,0.273,0.273,4.196,0.15,0.15,0.15,6142,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-116 c,0.0174811,0.00378669,0.00378669,0.00378669,0.205192,0.0392542,0.0392542,0.0392542,0.108599,0.00180999,0.00180999,0.00180999,13.07163,0.000056,0.000056,0.000056,,,,,,,,,,,,,1.454,0.273,0.273,0.273,4.196,0.15,0.15,0.15,6142,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-270 c,0.0130508,0.00367462,0.00367462,0.00367462,0.157909,0.0330092,0.0330092,0.0330092,0.168498,0.0028083,0.0028083,0.0028083,25.262887,0.000599,0.000599,0.000599,,,,,,,,,,,,,1.461,0.284,0.284,0.284,4.196,0.15,0.15,0.15,6067,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-270 b,0.0148535,0.00286984,0.00286984,0.00286984,0.17932,0.0356856,0.0356856,0.0356856,0.0995717,0.00165953,0.00165953,0.00165953,11.476094,0.000071,0.000071,0.000071,,,,,,,,,,,,,1.461,0.284,0.284,0.284,4.196,0.15,0.15,0.15,6067,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-6 b,1.05957,0.0522928,0.0522928,0.0522928,1.33,0.064,0.057999999999999996,0.061,0.0523738,0.000879664,0.000879664,0.000879664,3.852985,0.000005,0.000005,0.000005,0,,,,0.559,0.086,0.07600000000000001,0.081,1.29,0.064,0.066,0.065,1.46,0.06,0.06,0.06,4.218,0.027,0.030000000000000002,0.0285,6570,80,80,80,-0.13,0.08,0.08,0.08,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
Kepler-212 c,0.0227766,0.00598319,0.00598319,0.00598319,0.244446,0.0454992,0.0454992,0.0454992,0.196459,0.00327432,0.00327432,0.00327432,31.805174,0.000142,0.000142,0.000142,,,,,,,,,,,,,1.455,0.272,0.272,0.272,4.182,0.15,0.15,0.15,5852,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-212 b,0.00396389,0.00211448,0.00211448,0.00211448,0.0972433,0.0187349,0.0187349,0.0187349,0.125596,0.00209327,0.00209327,0.00209327,16.257582,0.000378,0.000378,0.000378,,,,,,,,,,,,,1.455,0.272,0.272,0.272,4.182,0.15,0.15,0.15,5852,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-14 b,2.23603,0.0813306,0.0813306,0.0813306,1.15,0.052,0.052,0.052,0.0606258,0.00101043,0.00101043,0.00101043,4.627669,0.000005,0.000005,0.000005,0.107,0.013,0.013,0.013,1.82,0.24,0.24,0.24,1.386,0.045,0.045,0.045,1.468,0.054,0.054,0.054,4.25,0.03,0.03,0.03,6600,90,90,90,0.11,0.08,0.08,0.08,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T
Kepler-312 c,0.0296032,0.00945942,0.00945942,0.00945942,0.281024,0.0544206,0.0544206,0.0544206,0.142982,0.00238303,0.00238303,0.00238303,19.747412,0.000068,0.000068,0.000068,,,,,,,,,,,,,1.467,0.283,0.283,0.283,4.191,0.15,0.15,0.15,6115,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-117 b,0.194248,0.0869139,0.0869139,0.0869139,0.696762,0.132037,0.132037,0.132037,0.138351,0.00230585,0.00230585,0.00230585,18.795952,0.000027,0.000027,0.000027,,,,,,,,,,,,,1.471,0.278,0.278,0.278,4.187,0.15,0.15,0.15,6169,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-342 c,0.014454,0.00247034,0.00247034,0.00247034,0.174859,0.0312249,0.0312249,0.0312249,0.17279,0.00287983,0.00287983,0.00287983,26.234138,0.000163,0.000163,0.000163,,,,,,,,,,,,,1.472,0.257,0.257,0.257,4.187,0.15,0.15,0.15,6175,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-147 b,0.0125754,0.00670101,0.00670101,0.00670101,0.136497,0.0276563,0.0276563,0.0276563,0.10603,0.00176717,0.00176717,0.00176717,12.610584,0.000228,0.000228,0.000228,,,,,,,,,,,,,1.468,0.289,0.289,0.289,4.182,0.15,0.15,0.15,6012,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-342 b,0.0169862,0.00336504,0.00336504,0.00336504,0.200732,0.0356856,0.0356856,0.0356856,0.119932,0.00199887,0.00199887,0.00199887,15.170318,0.000059,0.000059,0.000059,,,,,,,,,,,,,1.472,0.257,0.257,0.257,4.187,0.15,0.15,0.15,6175,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-312 b,0.00711292,0.00375782,0.00375782,0.00375782,0.115086,0.0223035,0.0223035,0.0223035,0.0286627,0.000477712,0.000477712,0.000477712,1.772419,0.000012,0.000012,0.000012,,,,,,,,,,,,,1.467,0.283,0.283,0.283,4.191,0.15,0.15,0.15,6115,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-147 c,0.0188614,0.00456337,0.00456337,0.00456337,0.21679,0.0437149,0.0437149,0.0437149,0.203039,0.00338399,0.00338399,0.00338399,33.416423,0.000416,0.000416,0.000416,,,,,,,,,,,,,1.468,0.289,0.289,0.289,4.182,0.15,0.15,0.15,6012,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-117 c,0.923754,0.595815,0.595815,0.595815,1.00812,0.190918,0.190918,0.190918,0.268407,0.00447346,0.00447346,0.00447346,50.790412,0.000039,0.000039,0.000039,,,,,,,,,,,,,1.471,0.278,0.278,0.278,4.187,0.15,0.15,0.15,6169,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-342 d,0.0195472,0.00469369,0.00469369,0.00469369,0.222143,0.0428227,0.0428227,0.0428227,0.226833,0.00378055,0.00378055,0.00378055,39.459357,0.000375,0.000375,0.000375,,,,,,,,,,,,,1.472,0.257,0.257,0.257,4.187,0.15,0.15,0.15,6175,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-15 b,0.542797,0.0208612,0.0208612,0.0208612,1.379,0.067,0.057999999999999996,0.0625,0.0499436,0.000832394,0.000832394,0.000832394,3.7521,0.000009,0.000011000000000000001,0.00001,0,,,,0.247,0.035,0.035,0.035,1.18,0.03,0.03,0.03,1.477,0.072,0.072,0.072,4.35,0.15,0.15,0.15,6300,100,100,100,-0.17,0.11,0.11,0.11,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T
KELT-3 b,1.46164,0.066,0.066,0.066,1.358,0.068,0.069,0.0685,0.0412729,0.000687882,0.000687882,0.000687882,2.70339,0.00001,0.00001,0.00001,0,,,,0.721,0.11,0.09000000000000001,0.1,1.282,0.062,0.06,0.061,1.482,0.062,0.064,0.063,4.204,0.031,0.028999999999999998,0.03,6304,49,49,49,0.048,0.079,0.081,0.08,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P
Kepler-12 b,0.431956,0.0415479,0.0415479,0.0415479,1.695,0.028,0.032,0.03,0.0556348,0.000927246,0.000927246,0.000927246,4.4379637,2e-7,2e-7,2e-7,0,0.01,0,0.005,0.111,0.011,0.009000000000000001,0.01,1.166,0.051,0.054,0.0525,1.483,0.025,0.028999999999999998,0.027,4.175,0.015,0.011,0.013,5947,100,100,100,0.07,0.04,0.04,0.04,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F
Kepler-8 b,0.585742,0.104309,0.104309,0.104309,1.419,0.056,0.058,0.057,0.0483278,0.000863234,0.000863234,0.000863234,3.52254,0.00003,0.00005000000000000001,0.00004,0,,,,0.261,0.071,0.071,0.071,1.213,0.067,0.063,0.065,1.486,0.053,0.062000000000000006,0.0575,4.174,0.026,0.026,0.026,6213,150,150,150,-0.055,0.03,0.03,0.03,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J
Kepler-4 b,0.0772279,0.0128195,0.0128195,0.0128195,0.357,0.019,0.019,0.019,0.0455763,0.000894387,0.000894387,0.000894387,3.21346,0.00022,0.00022,0.00022,0,,,,1.91,0.36,0.45000000000000007,0.405,1.223,0.053,0.091,0.072,1.487,0.071,0.084,0.0775,4.25,0.1,0.1,0.1,5857,120,120,120,0.17,0.06,0.06,0.06,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B
Kepler-430 c,0.0129028,0.0129028,0.0129028,0.0129028,0.156,,,,0.4757,,,,110.979,,,,,,,,,,,,1.166,0.134,0.095,0.1145,1.485,0.234,0.266,0.25,4.15,0.15,0.15,0.15,5884,75,75,75,0.2,0.1,0.1,0.1,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E
Kepler-363 b,0.00493175,0.00231667,0.00231667,0.00231667,0.103488,0.0169507,0.0169507,0.0169507,0.046094,0.000768233,0.000768233,0.000768233,3.614568,0.000053,0.000053,0.000053,,,,,,,,,,,,,1.485,0.231,0.231,0.231,4.152,0.15,0.15,0.15,5593,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-363 c,0.0125062,0.0026754,0.0026754,0.0026754,0.150772,0.0240878,0.0240878,0.0240878,0.0752686,0.00125448,0.00125448,0.00125448,7.542427,0.000058,0.000058,0.000058,,,,,,,,,,,,,1.485,0.231,0.231,0.231,4.152,0.15,0.15,0.15,5593,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-219 d,0.0237984,0.00601109,0.00601109,0.00601109,0.250691,0.0428227,0.0428227,0.0428227,0.258138,0.0043023,0.0043023,0.0043023,47.903645,0.000307,0.000307,0.000307,,,,,,,,,,,,,1.491,0.249,0.249,0.249,4.157,0.15,0.15,0.15,5786,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-430 b,0.0330424,0.0330424,0.0330424,0.0330424,0.296,,,,0.224449,,,,35.968,,,,,,,,,,,,1.166,0.134,0.095,0.1145,1.485,0.234,0.266,0.25,4.15,0.15,0.15,0.15,5884,75,75,75,0.2,0.1,0.1,0.1,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E
Kepler-363 d,0.0151834,0.00294097,0.00294097,0.00294097,0.182889,0.0356856,0.0356856,0.0356856,0.102192,0.00170321,0.00170321,0.00170321,11.932125,0.000093,0.000093,0.000093,,,,,,,,,,,,,1.485,0.231,0.231,0.231,4.152,0.15,0.15,0.15,5593,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-219 c,0.0392746,0.0127565,0.0127565,0.0127565,0.319386,0.0535284,0.0535284,0.0535284,0.156968,0.00261613,0.00261613,0.00261613,22.714613,0.000075,0.000075,0.000075,,,,,,,,,,,,,1.491,0.249,0.249,0.249,4.157,0.15,0.15,0.15,5786,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-219 b,0.0260126,0.00681237,0.00681237,0.00681237,0.263181,0.0437149,0.0437149,0.0437149,0.0540172,0.000900286,0.000900286,0.000900286,4.585512,0.000008,0.000008,0.000008,,,,,,,,,,,,,1.491,0.249,0.249,0.249,4.157,0.15,0.15,0.15,5786,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-100 c,0,0.00484828,0,0.00242414,0.196271,0.0044607,0.0044607,0.0044607,0.109963,,,,12.8159,,,,0,,,,0.35,1.65,1.65,1.65,1.08,0.06,0.06,0.06,1.49,0.04,0.04,0.04,4.125,0.03,0.03,0.03,5825,75,75,75,0.02,0.1,0.1,0.1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-60 d,0.0202381,0.0202381,0.0202381,0.0202381,0.227293,,,,0.105629,0.00176049,0.00176049,0.00176049,11.9016171,0.0002,0.0002,0.0002,,,,,,,,,1.11,,,,1.5,,,,4.13,,,,5915,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-60 b,0.0172607,0.0172607,0.0172607,0.0172607,0.203227,,,,0.0750769,0.00125128,0.00125128,0.00125128,7.1316185,0.000093,0.000093,0.000093,,,,,,,,,1.11,,,,1.5,,,,4.13,,,,5915,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
HATS-9 b,0.837,0.029,0.029,0.029,1.065,0.098,0.098,0.098,0.0304899,0.000508165,0.000508165,0.000508165,1.9153073,0.0000052,0.0000052,0.0000052,0,0.129,0,0.0645,0.85,0.19,0.19,0.19,1.03,0.039,0.039,0.039,1.503,0.101,0.04299999999999998,0.072,4.095,0.038,0.038,0.038,5366,70,70,70,0.34,0.05,0.05,0.05,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B
Kepler-60 c,0.0192896,0.0192896,0.0192896,0.0192896,0.220162,,,,0.0871504,0.00145251,0.00145251,0.00145251,8.9193459,0.00011,0.00011,0.00011,,,,,,,,,1.11,,,,1.5,,,,4.13,,,,5915,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
HD 17156 b,3.30275,0.11156,0.11156,0.11156,1.02,0.08,0.08,0.08,0.163197,0.00271996,0.00271996,0.00271996,21.21663,0.00045,0.00045,0.00045,0.6819,0.0044,0.0044,0.0044,3.78,0.06,0.06,0.06,1.285,0.026,0.026,0.026,1.507,0.012,0.012,0.012,4.191,0.004,0.004,0.004,6079,56,56,56,0.24,0.03,0.03,0.03,Barbieri 2009,http://adsabs.harvard.edu/abs/2009A%26A...503..601B
HAT-P-2 b,8.87065,0.4059,0.4059,0.4059,1.157,0.073,0.06300000000000001,0.068,0.0679088,0.0014364,0.0014364,0.0014364,5.6334729,0.0000061,0.0000061,0.0000061,0.5171,0.0033,0.0033,0.0033,7.29,1.12,1.12,1.12,1.308,0.088,0.07800000000000001,0.083,1.506,0.13,0.096,0.113,4.16,0.08,0.08,0.08,6290,60,60,60,0.14,0.08,0.08,0.08,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P
Kepler-74 b,0.66711,0.0904267,0.0904267,0.0904267,1.32,0.14,0.14,0.14,0.0827067,0.00246151,0.00246151,0.00246151,7.340718,0.000001,0.000001,0.000001,0.287,0.062,0.062,0.062,0.37,0.13,0.13,0.13,1.4,0.14,0.10999999999999999,0.125,1.51,0.14,0.14,0.14,4.2,0.1,0.1,0.1,6050,110,110,110,0.34,0.14,0.14,0.14,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H
CoRoT-17 b,2.46001,0.277402,0.277402,0.277402,1.02,0.07,0.07,0.07,0.0480499,0.00154006,0.00154006,0.00154006,3.7681,0.0003,0.0003,0.0003,0,,,,2.82,0.38,0.38,0.38,1.04,0.1,0.1,0.1,1.5121,0.0494171,0.0494171,0.0494171,4.4,0.1,0.1,0.1,5740,80,80,80,0,0.1,0.1,0.1,Csizmadia 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..41C
Kepler-289 d,0.012,0.003,0.003,0.003,0.244,0.015,0.015,0.015,0.328137,0.00546908,0.00546908,0.00546908,66.0634,0.0114,0.0114,0.0114,0.011,0.012,0.012,0.012,1.2,0.3,0.3,0.3,1.08,0.02,0.02,0.02,1.5121,0.02,0.02,0.02,4.47,0.01,0.01,0.01,5590,38,38,38,0.05,0.04,0.04,0.04,Schmitt 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..167S
WASP-1 b,0.918,0.091,0.091,0.091,1.516,0.052,0.248,0.15,0.0385203,0.000642005,0.000642005,0.000642005,2.5199449,0.0000013,0.0000013,0.0000013,0,,,,0.328,0.048,0.041999999999999996,0.045,1.2,0.03,0.03,0.03,1.517,0.052,0.045000000000000005,0.0485,4.19,0.02,0.022000000000000002,0.021,6110,45,45,45,0.26,0.08,0.08,0.08,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S
Kepler-23 c,0.0305282,0.0305282,0.0305282,0.0305282,0.28523,,,,0.0986522,0.00311066,0.00311066,0.00311066,10.7421,0.00025,0.00025,0.00025,0,,,,,,,,1.11,0.09,0.12,0.105,1.52,0.24,0.28,0.26,4,0.14,0.14,0.14,5760,124,124,124,-0.09,0.14,0.14,0.14,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F
Kepler-44 b,1.02109,0.0700655,0.0700655,0.0700655,1.24,0.07,0.07,0.07,0.0454854,0.0012741,0.0012741,0.0012741,3.24674,0.000018,0.000018,0.000018,0,0.021,0,0.0105,0.65,0.12,0.12,0.12,1.19,0.1,0.1,0.1,1.52,0.09,0.09,0.09,4.15,0.06,0.06,0.06,5757,134,134,134,0.26,0.1,0.1,0.1,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B
